	names	scores	logfoldchanges	pvals	pvals_adj
1041	Ak9	2.453228	6.543849	0.015069337314754298	0.04636747532909231
534	Chst10	3.3904524	6.5410914	0.0008502173270041876	0.0032635993657047667
544	Dmrtb1	3.3755786	6.5306835	0.0008947493938863753	0.0034220049040319116
179	Mdga1	5.018244	6.494695	1.201363973069488e-06	6.333915191488137e-06
206	Epb41l3	4.8216105	6.4888334	2.9278614023287482e-06	1.4929540992130009e-05
80	Stra8	6.1319814	6.459668	4.975079509439368e-09	3.184304070749055e-08
1065	Asphd2	2.4236999	6.4237056	0.016308544107309475	0.0497604462002987
847	Srrm4	2.7498736	6.418837	0.0065437297880173596	0.021703715597018548
266	Prag1	4.4611554	6.405239	1.4003378227976531e-05	6.69786986017345e-05
147	Crabp1	5.2845106	6.382459	3.465106576448978e-07	1.9181622100351583e-06
572	Cgas	3.3070176	6.354449	0.0011294327009840803	0.0042612494616099525
542	Ccl9	3.3769243	6.3384004	0.0008905669379206116	0.0034075632425395594
257	Kcnj12	4.5210066	6.3326864	1.085782024310536e-05	5.2512518822355745e-05
59	Tenm4	6.8004913	6.3203297	1.3365275630703937e-10	9.46214869729037e-10
50	Mmrn2	7.092832	6.3153076	2.5745145319543693e-11	1.9041263903787184e-10
773	4930524B15Rik	2.882337	6.3129725	0.004406671958806775	0.015093331488538348
875	Meltf	2.708415	6.311804	0.007384179520214502	0.024232439876252523
642	Khdrbs3	3.1430724	6.266925	0.001942677591537375	0.007064639603517584
671	Phyhipl	3.082262	6.2458596	0.0023629579688807458	0.008475380685758774
351	Galnt16	3.9909039	6.2261434	9.42257230511517e-05	0.00041084309891292596
383	Tunar	3.8785255	6.20507	0.00014516094473833007	0.000616266397290794
275	Vash1	4.401453	6.188026	1.7989241707086434e-05	8.476983624954143e-05
207	Dmrt1	4.8145328	6.187131	3.020459136783747e-06	1.5382998405883453e-05
14	Halr1	10.883024	6.1736736	9.79064202025035e-22	1.2215962766734985e-20
234	Fcgr2b	4.6456137	6.1659727	6.356146117783775e-06	3.148532876068001e-05
837	Sstr2	2.7705202	6.1399093	0.006157940591640382	0.020497133471234903
540	Slc51a	3.3785942	6.065248	0.0008854969115781098	0.003390226683993269
780	Necab1	2.865898	6.063566	0.0046317880134810335	0.01579769433099687
830	Tac2	2.7831264	6.047564	0.005933176760532867	0.019819804546406868
279	Shisal2a	4.3817387	6.041276	1.9529644994810524e-05	9.170220089592382e-05
991	Hcn2	2.5210397	6.0180016	0.012530776946886396	0.03926736804808527
211	Tafa5	4.7632504	5.984092	3.7919784941667537e-06	1.9160993781090903e-05
129	Alpk3	5.5659432	5.9739895	8.851023930378134e-08	5.12166220254731e-07
