	names	scores	logfoldchanges	pvals	pvals_adj
23624	Aanat	-2.5539875	-19.843596	0.010783114369777694	0.02756134677335106
24024	Capn3	-2.714106	-19.847517	0.006749003734882997	0.01810279936210756
24012	4930445E18Rik	-2.7094047	-19.850937	0.00684474851203122	0.018329519558527668
23938	Upk1b	-2.682475	-19.851929	0.007417089586949676	0.019695917431274933
23950	Lrrc31	-2.6857674	-19.855463	0.007344879843193968	0.01952320689201729
24098	Tex35	-2.7440927	-19.860882	0.006166183593740965	0.016694374921967067
24577	Scgb3a2	-2.9368525	-19.861448	0.003384417250997455	0.009745224715064761
23955	Ldhd	-2.6866145	-19.861933	0.007326406908056414	0.01948514593350857
24521	4930403P22Rik	-2.9134347	-19.865438	0.003646798825971498	0.010425396626211107
24352	Tmem151b	-2.8510032	-19.865643	0.004439295336915539	0.012411868607140289
24843	Ect2l	-3.0639849	-19.86568	0.002237067422074106	0.006679921758492712
23914	Rab27b	-2.6720955	-19.865767	0.007648921013185264	0.02024080313143291
24094	Tubb2a-ps2	-2.74254	-19.866222	0.006195211595228892	0.01676601908812338
23280	3110009M11Rik	-2.4342947	-19.86631	0.01507852717259888	0.037056090132404906
23436	Pklr	-2.4931242	-19.870808	0.012808049291959335	0.032096747546877386
24234	Ccdc182	-2.800559	-19.871626	0.0051904278052012425	0.014293033938418897
24393	Pip5kl1	-2.8668528	-19.872229	0.004224522387586809	0.011871318480229105
24085	Smkr-ps	-2.7396767	-19.876688	0.006249059028215343	0.016894952886129903
24440	Olfr975	-2.8850644	-19.878843	0.003989424053533825	0.011277741394224128
24768	Cngb1	-3.0244942	-19.879206	0.0025480683238884375	0.007521278918276892
24168	4930405N21Rik	-2.7725277	-19.87926	0.005655854110203614	0.015439361796531261
22970	Apcs	-2.3376958	-19.882334	0.01958095033092782	0.04646777964572956
23301	Tekt1	-2.4399269	-19.88297	0.014846753613526867	0.03658280398301383
24356	Ank1	-2.8520992	-19.883305	0.004424132132902439	0.012374768357017497
23590	Olfr846	-2.5430875	-19.88537	0.011123335004934865	0.02832237567146484
24123	Adamts2	-2.7523959	-19.888245	0.006013033862354496	0.016327088455473152
23878	Sult2a3	-2.6594207	-19.891636	0.007940828475638899	0.020926817937130967
23589	Csnk2a1-ps1	-2.5429866	-19.892021	0.011126525853396314	0.028328292621212323
24939	Zdhhc11	-3.108724	-19.89336	0.0019270481985334833	0.0058303959432062695
23625	Irgm2	-2.5545616	-19.894667	0.010765454541846783	0.02752051453295986
23653	Olfr648	-2.5672	-19.895	0.0103831570552182	0.026645373112248214
23608	1700065J11Rik	-2.5482287	-19.89551	0.010961685715088225	0.02796744942754003
24236	1500009C09Rik	-2.8011029	-19.896729	0.005181753503029433	0.01427155291279446
23459	BC051537	-2.5017555	-19.898415	0.012501773395310386	0.03140630802283379
23528	B3galt1	-2.5238955	-19.898571	0.0117456290623909	0.02972157205355467
24486	4921515L22Rik	-2.898641	-19.900349	0.003821965583211857	0.010865316410013138
23763	D030025P21Rik	-2.6110632	-19.90201	0.00914846666766008	0.02381653026289742
23948	4930471E19Rik	-2.6851256	-19.904865	0.007358910100056761	0.019555727507047954
24163	Dnajb7	-2.770457	-19.908255	0.0056916898412361795	0.01552810472467516
24281	Emx1	-2.8183663	-19.911276	0.004913055713092439	0.013608364641731879
23405	Psg23	-2.4792423	-19.912144	0.013314612260594038	0.0332310997166289
23881	Cyp2e1	-2.6610477	-19.913105	0.007902812215230579	0.020831672731603766
24086	0610043K17Rik	-2.7397108	-19.91654	0.0062484152744676615	0.016894610415647295
24082	Hfe	-2.7376642	-19.916945	0.006287163886540496	0.016988133118172148
23695	9430007M09Rik	-2.5832214	-19.917717	0.009915943158692474	0.025575702924954705
24333	Gimap1os	-2.8421204	-19.918428	0.00456395382446372	0.012725555837745615
24717	H2-Q5	-3.0046093	-19.918995	0.002719221058835289	0.007970315749109662
24026	Olfr18	-2.7148526	-19.920355	0.006733913558219878	0.018066772679234528
24930	Plch2	-3.1060042	-19.921837	0.0019447051955471851	0.005878918657856512
24285	Bdkrb2	-2.822252	-19.923454	0.004854341965830568	0.013459429315137657
23296	Tnni2	-2.438809	-19.925621	0.014892511056951722	0.03667619007792143
23283	Tacr2	-2.4344945	-19.926605	0.015070255808887894	0.03704969661729076
23203	Rnu3b4	-2.4059987	-19.928036	0.016291905333426997	0.03965917322001641
23779	A930003A15Rik	-2.6177053	-19.93158	0.00897340866866835	0.02340636926643789
24240	Egfros	-2.8029516	-19.935383	0.005152356699956134	0.014195374859403557
24021	Plcl1	-2.712898	-19.935694	0.006773489372526239	0.018159532146430606
23102	Sec14l3	-2.3730574	-19.93734	0.017812004158068304	0.04285189690424606
23833	Iqcf1	-2.6389444	-19.937872	0.008433561692133995	0.022121849804679995
23555	Cyp7b1	-2.533268	-19.938251	0.011437965045480808	0.02903073346780039
24366	Fsd2	-2.8564632	-19.938482	0.004364215761941514	0.012222871728948662
23114	Pcdhb3	-2.3773797	-19.94825	0.01760570524778345	0.04239929295797366
23802	Tmem150b	-2.6240911	-19.951681	0.00880793389400203	0.023020688274436315
24579	4930597L12Rik	-2.937139	-19.95252	0.0033813163091083744	0.009737909568362783
